date,symbol,name,address,price_usd,volume_24h_usd,liquidity_usd,volume_7d_avg,volume_momentum_pct,volume_trend,volume_spike,volume_spike_label,price_change_pct,divergence_status,liquidity_trend_pct,liquidity_trend,momentum_signal
2025-10-06,CRND,Crundle,BVvSqvTb9ZVNEkP5UsamR1egAWSGEZiQDU42FS7mmoon,0.0001139,10666.12,61529.58,23011.852,-53.64944985740391,dead,False,,-15.878877400295421,none,-14.151112931751836,stable,SELL
2025-10-06,DETECTIVE,Just can't prove it,14GMPMf3cRANLfJ9QYU19F5XogVGPjCB7f3NLACrpump,2.629e-05,13550.33,22082.97,30656.126,-55.7989486342795,dead,False,,-48.551859099804304,none,-17.216905273338654,stable,SELL
2025-10-06,Useless,Useless Coin,5NnL7oRMtVW3ZqAt95gJQs12Fbz2caCYh9rgy1kQpump,0.0001378,40365.97,59430.32,91387.34199999999,-55.82980189969853,dead,False,,-12.67427122940431,none,-19.212514529910585,stable,SELL
2025-10-06,1,1 pill can change your life,qG9NJP4pgFxWWfpFWV7GcYkTKyafDGsnUGCDZLRpump,4.762e-06,336.86,8878.26,814.2471428571428,-58.629268403941936,dead,False,,-42.7987987987988,none,-9.185052285087973,stable,SELL
2025-10-06,1,1 pill can change your life,8wbfBYthc9fC4GsHgCtznZP1PAoXaZ8tnUGBtGMgpump,8.329e-06,191.72,12877.86,699.1857142857143,-72.57953129150235,dead,False,,74.90550188996217,bearish,44.83810415005384,increasing,SELL
2025-10-06,grandma,101 Year Old Pumpfun Livestreamr,4CBToKTRKfBsv8RMfzMr6VfKQ8PLRYeG6RFGZmq4pump,1.082e-05,112.34,15688.74,479.166,-76.55509781578827,dead,False,,6.811451135241864,bearish,-4.067697323646794,stable,SELL
2025-10-06,SHITTER,SHITTERCOIN,GuLvigFjAm1yyReTk6EeboHNnLj1tCi62pzWLorxbonk,2.718e-05,5538.1,22517.46,27617.22333333333,-79.94693408111145,dead,False,,7.303592577970797,bearish,-30.17711957431767,decreasing,SELL
2025-10-06,T-2049,Token 2049,2UfyNHveDrYDogW1LypkworjhYVEte8tLDqRTZbguPLx,7.201e-05,6935.31,65384.01,36316.32,-80.90304854676906,dead,False,,68.16907986921998,bearish,-20.0351417760429,decreasing,SELL
2025-10-06,1SOL,1SOL,mDJpLmXubnSYmesFYSeYck9AxmA76rpn6nnAs9ppump,4.79e-06,3.69,9274.95,20.253333333333334,-81.78077682685976,dead,False,,-27.719933604949453,none,0.0,stable,SELL
2025-10-06,1dog,1 dog can change your life,8erRtd8mLgNcNoWy2bhMdTgZyXaRR6u7t2hyXRc1pump,1.254e-05,595.96,15451.95,4442.219999999999,-86.58418538478509,dead,False,,9.138381201044377,bearish,-6.861651854816538,stable,SELL
2025-10-06,67,67coin,2sjdF9vLNWkTpK2XgY2kVWCL4YTMu6vaVA4VxrzUpump,9.469e-05,21144.61,55579.6,228042.444,-90.72777434362175,dead,False,,-0.29482994629882464,none,-31.115094516645218,decreasing,SELL
2025-10-06,PILL,Getpilled,2JaJ353mgRVrGbrxsvHr17hseGtf1kD4ixErXGcNP1LL,6.291e-06,7.4,10400.7,86.80714285714285,-91.47535587920677,dead,False,,-18.584185324187917,none,-7.799626613619562,stable,SELL
2025-10-06,FARTWORM,FARTWORM,9zFU5vR7YNBzZU8HwJLUKjoDEonpgvHUdLbMgBa7pump,1.007e-05,77.72,13456.11,1855.2220000000002,-95.81074394331245,dead,False,,-0.8858267716535306,none,-24.526076319128236,decreasing,SELL
2025-10-06,ELIZABETH,Just Elizabeth Cat,DiiTPZdpd9t3XorHiuZUu4E1FoSaQ7uGN4q9YkQupump,0.001752,25.27,61.51,187550.58833333335,-99.98652630193028,dead,False,,-7.15421303656597,none,-99.97423126773197,decreasing,SELL
2025-10-06,1SOL,1 SOL and a dream,8D7n3WYZxUkmhUPveQU4XZdqLfDe4XLEEpPToAk4pump,6.627e-06,53.38,0.0,28.535,87.0685123532504,surging,False,,38.350730688935286,none,0.0,stable,HOLD
2025-10-06,HAROLD,Harold,3vgopg7xm3EWkXfxmWPUpcf7g939hecfqg18sLuXDzVt,0.003697,18019.37,575756.96,9798.841999999999,83.89285182881815,surging,False,,-3.0167890870933856,none,-5.5243537632144655,stable,HOLD
2025-10-06,USDUT,unstable tether,3vz82EWYv8xnc7Cm7qSgERcpMeqw92PcX8PBz88npump,0.000321,99101.49,121516.83,93574.03199999999,5.907042671838714,stable,False,,-18.112244897959183,none,-27.23138746871682,decreasing,HOLD
2025-10-06,BITX,Mega Bitminer X,BiTXcnGHmSvX6pwhZPmhsctjG3NjzMbTXtM2b7h5nDZC,1.556e-06,6.52,3059.61,6.52,0.0,stable,False,,,none,0.0,stable,HOLD
2025-10-06,gib,gib,6FtbGaqgZzti1TxJksBV4PSya5of9VqA9vJNDxPwbonk,0.0003853,23718.12,164513.64,23785.095,-0.28158390790535914,stable,False,,-42.17319525739157,none,196334.1970149254,increasing,HOLD
2025-10-06,2,TWO IS BETTER THAN ONE,9kfdKdj5yiZgozQB9V6qRvBxat5WKHcpNESNjAPxpump,6.722e-06,16.51,0.0,16.9,-2.30769230769229,stable,False,,0.0,none,0.0,stable,HOLD
2025-10-06,BULLCOIN,BULLCOIN,4Xs7RvaV3nbWBvb6yWjxvwPKkBxefXe1bPJcvnVspump,6.186e-06,13.79,10270.89,14.139999999999997,-2.4752475247524606,stable,False,,-0.4025116728385236,none,0.756738197424887,stable,HOLD
2025-10-06,RUECAT,Rue Cat,AMKKkovbUqr5cxmsg22KxTgaRXq6z4f8umrze4JKpump,0.000467,25617.45,88315.89,27116.266000000003,-5.527368701870686,stable,False,,-1.1012282930961348,none,-11.282049118399675,stable,HOLD
2025-10-06,Bagwork,African Bagwork,6NVo6X8ouYRVoKRWe7Y9J6CT4pWZXDthSJCBZ3vgUg8z,5.309e-06,14.03,9958.1,15.028,-6.6409369177535345,stable,False,,0.5682894487592405,none,3.3388125806839906,stable,HOLD
2025-10-06,GAZABOY,GAZA BOY,Fk6e19okXWGxtrHmXBLzkFeDPR2uuyeVYsqGyt89pump,4.422e-06,52.6,8568.02,57.54666666666666,-8.595922150139005,stable,False,,-3.026315789473688,none,0.0,stable,HOLD
2025-10-06,FATMEOW,BIG FAT CAT,6UMuZxH9jLT3txQkQo6jWXX2HpHrM1mPkGRjE66pzhEp,7.516e-06,20.52,14552.4,23.03,-10.89882761615285,stable,False,,1.663735966454749,none,0.0,stable,HOLD
2025-10-06,FALCONS,THE FALCONS,447veSTPUpNG16GxaNFm8tEC8sc5sao5AEkM6amgn55R,5.847e-06,1.31,11287.87,1.5550000000000002,-15.75562700964631,stable,False,,0.0,none,0.0,stable,HOLD
2025-10-06,AI4,AI⁴,CZkxnM5PNPak31JSFNzJ76CWcYRu4mgxvBwcHaBJpump,0.0002876,111484.71,107091.24,133128.078,-16.257553121137978,stable,False,,6.5185185185185235,none,-11.567890820764164,stable,HOLD
2025-10-06,HOODIE,Hoodie,JFjfTn5VJkHpacwz7rbnGXDxRUCySZhZ2EdTkrAmoon,0.0003383,186.0,5762.69,244.995,-24.08008326700545,declining,False,,0.029568302779425792,none,5.74790896712701,stable,HOLD
2025-10-06,APOLLO,Apollo AI,6k1rwsNMBwbRJrWck3sEVCjn4MvF9ty8A6iSGfxjxREV,9.463e-06,607.51,6622.34,823.8860000000001,-26.2628567544539,declining,False,,-1.3345845063079897,none,3.8119379166882226,stable,HOLD
2025-10-06,viewer,in a streamers world,8X4TnmkHzavxEJuaYTkqjFbUgrwBgaXVuRHhGFR2pump,5.398e-06,1.53,9962.21,2.386,-35.87594300083822,declining,False,,2.2154894906267764,none,0.07061650316718367,stable,HOLD
2025-10-06,CHARLIE,RIP CHARLIE KIRK,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump,0.0002843,37031.86,113285.48,59647.824,-37.91582405420188,declining,False,,-9.082187400063956,none,-16.920510826138916,stable,HOLD
2025-10-06,RAGEGUY,Rage Guy,GvV7sFu6FHJsSVXfpG7xqFnWar3c7YkcC74rqe7Bpump,0.0008942,48868.03,155161.84,79826.782,-38.78241264942886,declining,False,,0.720883081775181,none,-16.6019895424779,stable,HOLD
2025-10-06,1Bull,One bull run to change your life,EVGox5PPxnFqTsMXMoUBSCUhszqK6UUYf9W7pkwfpump,5.114e-05,4546.79,30250.78,7543.276000000001,-39.72393426940762,declining,False,,-2.1805661820963995,none,-18.94641089224973,stable,HOLD
2025-10-06,LION,Loaded Lions,7kN5FQMD8ja4bzysEgc5FXmryKd6gCgjiWnhksjHCFb3,0.01599,25595.32,2159523.4,46686.60600000001,-45.17631031049891,declining,False,,-0.24953212726137597,none,-0.4314625220316988,stable,HOLD
2025-10-06,Streamless,Streamless coin,C8Hyu6bjPtuaTJ4Fj6V6L99rhUkkCuKByNZTyXiCpump,6.036e-06,11.88,10485.3,22.345999999999997,-46.836122796026125,declining,False,,0.0,none,3.2807570356463525,stable,HOLD
2025-10-06,early,not wrong just early,7ukFzJA7V6f28YieCjXcEXqiK8tAfbyXyvK6b36pump,0.000203,25039.59,62566.21,49303.814,-49.21368557815831,declining,False,,-9.937888198757761,none,-9.56771413745904,stable,HOLD
2025-10-06,FLY,Nexa,9NcUwy9JVekfsY4UA62ZaTprn4TDnJZwp5B6vMAAtkzt,0.01582,37.76,8934.27,76.825,-50.8493328994468,dead,False,,0.5721551176096629,none,1.4218380705231684,stable,HOLD
2025-10-06,1nu,1nu,44DNPJ2qisA7MMaUmKK5SXvAcPyV7bEzmnK7oYJkbonk,0.0001218,41820.82,44339.16,102499.40333333334,-59.1989624915215,dead,False,,0.8278145695364225,none,-8.749699016478448,stable,HOLD
2025-10-06,YAO,YAO MING,VnqKnEybGaw6G5ZAdjvPDri5RzDLPXznqxBunG13GJE,0.0001219,1387.12,58723.97,3479.9840000000004,-60.14004662090401,dead,False,,3.5683942225998244,none,-5.378007191236456,stable,HOLD
2025-10-06,retail,retail,6jPg6gSrwtJyHWGTs7tUh2Zs1GzfKzHQNUGfAK1xpump,4.451e-06,15.17,8663.62,39.2475,-61.34785655137269,dead,False,,-3.2601608346011557,none,4.302799588741949,stable,HOLD
2025-10-06,AUSBAGWORK,AUSSIE BAG WORKERS,9h5y3WCqfeNt2fiAP7iM2ZRp9apFb58ipvTzcWi9pump,1.732e-05,350.77,20549.87,985.984,-64.42437199792289,dead,False,,0.11560693641619046,none,-2.3487762632370632,stable,HOLD
2025-10-06,BAR,BullArena,Et2bFLuPCW77hGW2g7UdrboPVuxatFZt4BaCzhCqpump,0.000229,9102.31,62732.13,26580.922,-65.7562292233505,dead,False,,4.949587534372135,none,-0.4563018320147321,stable,HOLD
2025-10-06,MOON,Moon Moon,99YFbXS6iA7s1qkRDTMBXEywtLNmrRtHtGKvNxpKWcdT,1.086e-05,217.33,14378.04,709.9399999999999,-69.38755387779248,dead,False,,1.5902712815715647,none,6.745402751555937,stable,HOLD
2025-10-06,MMGA,MAKE MEMES GREAT AGAIN,Axix4KAvD9m5iYvUx7wztZnKJfJs7KXxPzPmMv6Npump,4.28e-06,5.12,8411.96,18.099999999999998,-71.71270718232043,dead,False,,2.8846153846153744,none,0.0,stable,HOLD
2025-10-06,BEANIE,BEANIE,94bmDAx9PQUZoLCG97h7kCtm1T9uzZCThuUW1cUqAXZy,5.305e-06,2.25,9933.55,8.375,-73.13432835820896,dead,False,,0.0,none,0.0,stable,HOLD
2025-10-06,JIFFPOM,Jiffpom,7Rw4dgDuwESJEcCAbhxAghLcmkXM5QotupWq8PPc1UeC,7.983e-06,7.99,13019.56,32.306666666666665,-75.2682624845233,dead,False,,1.86295776445069,none,0.0,stable,HOLD
2025-10-06,DARE,DareCoin,4bLnK5YuJaqkVX4uWtJ1Qtx3XoZ8eHH37STXSwujpump,9.227e-06,150.85,14101.49,745.362,-79.76151185598407,dead,False,,-3.684759916492697,none,-1.7656627156486155,stable,HOLD
2025-10-06,AI20X,Ai20x.ai,DKffyw1oEVWR3ik7q7tb2shhmZ3jbTkRzT6R5banCxai,1.23,2.34,2876544.69,20.491666666666667,-88.58072387149247,dead,False,,0.0,none,-5.042685859887527,stable,HOLD
2025-10-06,SOL,Solana,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,1100.18,258.02,18824.43,2580.0333333333333,-89.99935401351404,dead,False,,1.661430419515808,none,-1.0735877137295669,stable,HOLD
2025-10-06,1cat,1 cat can change your life,8ghXDEBVbbYtfdV2cU8jpqsNmiZtDkSjBYmRzj8cpump,6.774e-06,3.66,0.0,36.8175,-90.05907516805865,dead,False,,0.0,none,0.0,stable,HOLD
2025-10-06,RWA,Real World Asses,7N8qk43L1PCcaqudkEasGpKqcunX1ChXYo2VB1g8bonk,7.614e-08,34.63,8096.94,384.795,-91.00040281188684,dead,False,,-1.7675138691781611,none,-4.709259287591405,stable,HOLD
2025-10-06,ORE,Ore Labs,4w4Kj3PmKjJWpsBVCNPeziC2ySdJ6A7cPfqnhyXxpump,4.426e-06,0.73,8614.8,8.35,-91.25748502994011,dead,False,,2.691415313225054,none,7.015883190352307,stable,HOLD
2025-10-06,walkusa,WALKING ACROSS AMERICA,3BrXeqzNKUKsM6MgkWFZX4E2cY8SiwYNwwmVzP2Rpump,7.695e-05,990.0,39786.82,12343.994,-91.97990536936425,dead,False,,1.0903836048344662,none,-2.083603020761706,stable,HOLD
2025-10-06,Hosico,Hosico Cat,HovYQgKum9HALgJmxGdESHNjsn3xezzio5HQVgiPHo1t,6.518e-06,41.26,10349.38,523.9739999999999,-92.12556348215752,dead,False,,0.0,none,2.9722455761567614,stable,HOLD
2025-10-06,Pochita,Pochita,CmLrhRd762bfytq6f3ZV5iuivN1Q8oyPw4evyW4Mbonk,5.973e-06,2.69,10256.27,39.394,-93.17154896684775,dead,False,,0.8611955420466,none,1.240099342193593,stable,HOLD
2025-10-06,obvious,in hindsight,EzcwA7anSrdoH1TMKjbBTd91GD7KwMco9kFZh1AApump,5.597e-06,1.31,9712.14,24.001666666666665,-94.54204569127145,dead,False,,2.1723256663015666,none,1.7153749077065572,stable,HOLD
2025-10-06,SUPRACOIN,GIVING CAR AWAY AT 10MIL MC!,LGiKAMtb4BuPdhpThjEbNWbDddqdM5FnxMMHqtzpump,1.076e-05,10.56,14930.58,273.11199999999997,-96.1334544069832,dead,False,,0.46685340802987696,none,-1.5899882743060951,stable,HOLD
2025-10-06,pibble,pibble,GS3pHMUtYSu5PPuDFey74frkiRQhPdvx8jEeN6Qzbonk,5.639e-06,133.28,8293.86,3623.2316666666666,-96.3215159210999,dead,False,,-6.157430520885354,none,-0.05808152621862403,stable,HOLD
2025-10-06,MoneyBear,The Money Bears,Eo2cfEkpeVZrKjRtG34WZc3qzyeZeXjCRGWsEs4JTaNH,5.046e-06,2.51,9887.77,74.2775,-96.62078018242401,dead,False,,-1.2524461839530487,none,-3.336663707782122,stable,HOLD
2025-10-06,MOCHI,MOCHI CULT,4ky1REfghVawQ6EPZGdx7zss5KNKStwE8swjii3uU5sD,1.477e-05,8.47,23764.62,298.8175,-97.16549398880586,dead,False,,3.9408866995073843,none,-3.2974214403604325,stable,HOLD
2025-10-06,IDIOT,IDIOT,GcPf1ZsZHvnjauhXoFvGMmc2gM73aJ63AYxYC6JAQVoG,1.876e-05,30.66,19557.63,1349.6840000000002,-97.7283571561936,dead,False,,2.5136612021857907,none,0.3950067451444238,stable,HOLD
2025-10-06,7,7 Coin,CAamcXXVWM8b8DcpcT2rpEwwfNfBD2MXjHjCwRDBpump,1.173e-05,0.74,14434.64,428.31000000000006,-99.82722794237819,dead,False,,-2.4126455906822053,none,13.62413756459655,stable,HOLD
2025-10-06,YOU,YOU can change your life.,3nJXYRGSFdfhVAg48cLE3iF3Hhda4CXqTt9XS56Mpump,8.096e-06,0.0,0.0,7.02,-100.0,dead,False,,4.816157431382706,none,0.0,stable,HOLD
2025-10-05,FLY,Nexa,9NcUwy9JVekfsY4UA62ZaTprn4TDnJZwp5B6vMAAtkzt,0.01573,207.38,8828.16,84.638,145.01996739053376,explosive,True,🔥 SPIKE,-4.260499087035907,none,5924.814031256397,increasing,BUY
2025-10-05,Streamless,Streamless coin,C8Hyu6bjPtuaTJ4Fj6V6L99rhUkkCuKByNZTyXiCpump,6.036e-06,57.01,10485.3,24.9625,128.38257386079118,explosive,True,🔥 SPIKE,2.705461970393075,none,11.059681352040112,stable,BUY
2025-10-05,grandma,101 Year Old Pumpfun Livestreamr,4CBToKTRKfBsv8RMfzMr6VfKQ8PLRYeG6RFGZmq4pump,1.013e-05,840.74,14981.6,570.8725,47.272814857958664,rising,False,,-14.297800338409484,bullish,-8.537687239622759,stable,WATCH
2025-10-05,USDUT,unstable tether,3vz82EWYv8xnc7Cm7qSgERcpMeqw92PcX8PBz88npump,0.000392,131581.24,132616.54,92192.1675,42.72496630475685,rising,False,,-25.176560412292424,bullish,-12.146026097193062,stable,WATCH
2025-10-05,PILL,PumpFun Pill,8z55m3BmsPkmDfi5b5dAomBvYi1cDmW92hrEJTLdpump,7.727e-06,127.24,11400.01,92.65428571428572,37.32770051497115,rising,False,,22.826259736130993,none,8.115995083571699,stable,WATCH
2025-10-05,AI4,AI⁴,CZkxnM5PNPak31JSFNzJ76CWcYRu4mgxvBwcHaBJpump,0.00027,171314.37,102438.93,138538.91999999998,23.657936701108984,rising,False,,46.89880304678999,none,-18.871267694825438,stable,WATCH
2025-10-05,CHARLIE,RIP CHARLIE KIRK,CEqFiJoB6HLncfeieBw3PKKm9wyqrpSHV3VH4qZApump,0.0003127,80582.46,117287.97,65301.815,23.400031071111886,rising,False,,-6.489234449760762,bullish,-9.16500602801954,stable,WATCH
2025-10-05,FARTLESS,FARTLESS COIN,FyrBf5xKg5EwKZ9pHvSpJeLLuCWBicTpm3VvZcsibonk,0.0009561,888.6,3983.4,1134.224,-21.655687060051623,declining,False,,16.854069909557555,bearish,-1.903371101955578,stable,SELL
2025-10-05,RAGEGUY,Rage Guy,GvV7sFu6FHJsSVXfpG7xqFnWar3c7YkcC74rqe7Bpump,0.0008878,65892.86,152996.88,87566.47,-24.751037697420028,declining,False,,-12.7040314650934,none,-7.415061117290628,stable,SELL
2025-10-05,Useless,Useless Coin,5NnL7oRMtVW3ZqAt95gJQs12Fbz2caCYh9rgy1kQpump,0.0001578,75879.2,62774.58,104142.685,-27.13919369372895,declining,False,,-46.25340599455041,none,72.08486561391054,increasing,SELL
2025-10-05,HOODIE,Hoodie,JFjfTn5VJkHpacwz7rbnGXDxRUCySZhZ2EdTkrAmoon,0.0003382,177.09,5606.09,256.794,-31.038108367017912,declining,False,,6.085319949811785,bearish,-7.716404520276224,stable,SELL
2025-10-05,1,1 pill can change your life,8wbfBYthc9fC4GsHgCtznZP1PAoXaZ8tnUGBtGMgpump,8.325e-06,667.73,12798.96,1043.1242857142856,-35.98749361464939,declining,False,,73.14891846921799,bearish,-8.380632096156614,stable,SELL
2025-10-05,1,1 pill can change your life,qG9NJP4pgFxWWfpFWV7GcYkTKyafDGsnUGCDZLRpump,4.808e-06,1375.62,8891.21,2334.1099999999997,-41.06447425356988,declining,False,,-18.618821936357477,none,-5.739362931456726,stable,SELL
2025-10-05,USEFUL,USEFUL COIN,HD3JBABeFkdZwUgKwhwJYqjLNrPWXEaDVfH4uMqRpump,0.0002299,18266.47,109638.3,32561.365999999998,-43.90140143383419,declining,False,,9.476190476190482,bearish,2.7854597756590977,stable,SELL
2025-10-05,BAR,BullArena,Et2bFLuPCW77hGW2g7UdrboPVuxatFZt4BaCzhCqpump,0.0002182,16822.86,60244.9,30950.574999999997,-45.64605019454404,declining,False,,21.35706340378196,bearish,0.3607127763089333,stable,SELL
2025-10-05,DETECTIVE,Just can't prove it,14GMPMf3cRANLfJ9QYU19F5XogVGPjCB7f3NLACrpump,5.11e-05,16278.24,30472.57,34932.575,-53.40097316043836,dead,False,,45.83333333333333,bearish,74.60339379284856,increasing,SELL
2025-10-05,1Bull,One bull run to change your life,EVGox5PPxnFqTsMXMoUBSCUhszqK6UUYf9W7pkwfpump,5.228e-05,2711.35,30185.57,8292.397500000001,-67.30318342795313,dead,False,,-2.0423458872025457,none,-23.029904937289103,decreasing,SELL
2025-10-05,1nu,1nu,44DNPJ2qisA7MMaUmKK5SXvAcPyV7bEzmnK7oYJkbonk,0.0001208,28726.21,44069.0,114635.12,-74.94117858471296,dead,False,,-0.24772914946326052,none,-23.277108064564988,decreasing,SELL
2025-10-05,67,67coin,2sjdF9vLNWkTpK2XgY2kVWCL4YTMu6vaVA4VxrzUpump,9.497e-05,50488.42,55059.61,279766.9025,-81.95339779336479,dead,False,,7.1291596164692494,bearish,-4.043214669188114,stable,SELL
2025-10-05,SHITTER,SHITTERCOIN,GuLvigFjAm1yyReTk6EeboHNnLj1tCi62pzWLorxbonk,2.533e-05,4675.92,21828.68,32033.048,-85.4028252322414,dead,False,,-31.280520889853502,none,-29.026063608587748,decreasing,SELL
2025-10-05,FARTWORM,FARTWORM,9zFU5vR7YNBzZU8HwJLUKjoDEonpgvHUdLbMgBa7pump,1.016e-05,257.93,13516.4,2299.5975,-88.78368931954395,dead,False,,-4.957904583723105,none,-25.25111420435661,decreasing,SELL
2025-10-05,PILL,Getpilled,2JaJ353mgRVrGbrxsvHr17hseGtf1kD4ixErXGcNP1LL,6.291e-06,7.4,10400.7,77.44428571428571,-90.44474368670564,dead,False,,-16.78571428571427,none,-11.056779582747534,stable,SELL
2025-10-05,T-2049,Token 2049,2UfyNHveDrYDogW1LypkworjhYVEte8tLDqRTZbguPLx,4.282e-05,3455.82,54800.03,43661.5725,-92.08498502888324,dead,False,,-15.94032194738908,none,-16.780566875889516,stable,SELL
2025-10-05,gib,gib,6FtbGaqgZzti1TxJksBV4PSya5of9VqA9vJNDxPwbonk,0.0006663,384.15,27620.93,23798.489999999998,-98.38582195761158,dead,False,,34.010458567980685,bearish,-84.83347640927238,decreasing,SELL
